tariff_plan_code_from,tariff_plan_code_to,arpu_segment,sample_size,raw_mean_lift,raw_std_lift,median_lift,downsell_rate,flat_rate,upsell_rate,origin_segment_changes,destination_share_among_changers,segment_prior_mean,between_group_variance,posterior_mean_lift,posterior_std_lift,posterior_lower_95,posterior_upper_95,data_weight
tariff_20,tariff_10,MID,5,0.16636241,1.10153703,0.53250242,0.4,0.0,0.6,67,0.07462687,0.25725709,0.1628803,0.22075187,0.31219245,-0.39114534,0.83264907,0.40162117
tariff_20,tariff_11,HIGH,8,0.04721115,0.51452273,0.19884455,0.25,0.125,0.625,169,0.04733728,-0.12852526,0.0321792,-0.04188548,0.12772837,-0.29223309,0.20846213,0.49300987
tariff_20,tariff_11,LOW,1,-1.0,,-1.0,1.0,0.0,0.0,21,0.04761905,1.02082216,0.35500524,0.80822473,0.5636111,-0.29645302,1.91290249,0.10520343
tariff_20,tariff_11,MID,2,0.4323353,0.00110493,0.4323353,0.0,0.0,1.0,67,0.02985075,0.25725709,0.1628803,0.43233464,0.0007813,0.43080329,0.43386599,0.99999625
tariff_20,tariff_12,HIGH,9,-0.08093836,0.61055008,0.0216456,0.44444444,0.11111111,0.44444444,169,0.05325444,-0.12852526,0.0321792,-0.10771895,0.13457176,-0.3714796,0.1560417,0.43722783
tariff_20,tariff_12,LOW,1,-0.81070223,,-0.81070223,1.0,0.0,0.0,21,0.04761905,1.02082216,0.35500524,0.82813951,0.5636111,-0.27653825,1.93281726,0.10520343
tariff_20,tariff_12,MID,3,0.35934246,1.39696529,0.28691458,0.33333333,0.0,0.66666667,67,0.04477612,0.25725709,0.1628803,0.2776997,0.36092036,-0.4297042,0.9851036,0.20025012
tariff_20,tariff_13,HIGH,17,-0.27508955,0.36297319,-0.40669427,0.76470588,0.11764706,0.11764706,169,0.10059172,-0.12852526,0.0321792,-0.24664245,0.0790301,-0.40154145,-0.09174345,0.80590701
tariff_20,tariff_13,LOW,5,2.15128358,0.98694167,2.58345605,0.0,0.0,1.0,21,0.23809524,1.02082216,0.35500524,1.75073856,0.35466242,1.05560022,2.44587691,0.64568007
tariff_20,tariff_13,MID,8,-0.14843867,0.23707719,-0.07674535,0.5,0.375,0.125,67,0.11940299,0.25725709,0.1628803,-0.13166294,0.08206816,-0.29251654,0.02919065,0.95864949
tariff_20,tariff_4,HIGH,29,-0.22055292,0.3193785,-0.24683317,0.72413793,0.17241379,0.10344828,169,0.17159763,-0.12852526,0.0321792,-0.21148504,0.05630945,-0.32185156,-0.10111852,0.90146573
tariff_20,tariff_4,LOW,2,-0.98520477,0.02092361,-0.98520477,1.0,0.0,0.0,21,0.0952381,1.02082216,0.35500524,-0.9839686,0.01479067,-1.01295831,-0.95497889,0.99938377
tariff_20,tariff_4,MID,8,-0.31593124,0.52453901,-0.05151974,0.5,0.25,0.25,67,0.11940299,0.25725709,0.1628803,-0.21600136,0.16851296,-0.54628676,0.11428405,0.82565959
tariff_20,tariff_8,HIGH,78,-0.05419338,0.23166618,-0.08570907,0.42307692,0.38461538,0.19230769,169,0.46153846,-0.12852526,0.0321792,-0.0557495,0.02595501,-0.10662131,-0.00487768,0.97906528
tariff_20,tariff_8,LOW,4,1.72585948,1.72939658,2.2824901,0.25,0.0,0.75,21,0.19047619,1.02082216,0.35500524,1.24780143,0.49062723,0.28617206,2.2094308,0.32193937
tariff_20,tariff_8,MID,31,0.40850722,0.84578229,0.13714305,0.25806452,0.12903226,0.61290323,67,0.46268657,0.25725709,0.1628803,0.38973822,0.14216965,0.11108572,0.66839073,0.8759076
tariff_20,tariff_9,LOW,2,1.01833586,2.8024963,1.01833586,0.5,0.0,0.5,21,0.0952381,1.02082216,0.35500524,1.02061603,0.57059006,-0.09774049,2.13897255,0.08290645
tariff_20,tariff_9,MID,1,1.95570624,,1.95570624,0.0,0.0,1.0,67,0.01492537,0.25725709,0.1628803,0.50680791,0.372758,-0.22379776,1.23741358,0.14692864
tariff_3,tariff_1,HIGH,3,-0.66139595,0.47447472,-0.8651043,1.0,0.0,0.0,137,0.02189781,-0.12852526,0.0321792,-0.28845016,0.15007196,-0.58259121,0.00569089,0.30011951
tariff_3,tariff_1,LOW,8,-0.21564821,1.4947956,-0.97730222,0.75,0.0,0.25,101,0.07920792,1.02082216,0.35500524,0.32880161,0.39537068,-0.44612491,1.10372814,0.55967418
tariff_3,tariff_1,MID,21,-0.51035361,0.89452763,-0.85183717,0.80952381,0.0952381,0.0952381,447,0.04697987,0.25725709,0.1628803,-0.36482528,0.17572662,-0.70924945,-0.02040111,0.81041388
tariff_3,tariff_10,HIGH,19,-0.21970508,0.54723611,-0.19904183,0.57894737,0.10526316,0.31578947,137,0.13868613,-0.12852526,0.0321792,-0.1897279,0.10285695,-0.39132753,0.01187173,0.6712301
tariff_3,tariff_10,LOW,5,2.16106366,1.76909794,3.0,0.2,0.0,0.8,101,0.04950495,1.02082216,0.35500524,1.43347627,0.47595023,0.50061382,2.36633872,0.36190063
tariff_3,tariff_10,MID,31,0.5867005,1.47078519,0.43448141,0.38709677,0.0,0.61290323,447,0.06935123,0.25725709,0.1628803,0.48789217,0.22102463,0.0546839,0.92110043,0.70007494
tariff_3,tariff_11,HIGH,11,-0.13982687,0.49840044,-0.28090157,0.54545455,0.0,0.45454545,137,0.08029197,-0.12852526,0.0321792,-0.13516639,0.1151948,-0.36094819,0.09061541,0.58762677
tariff_3,tariff_11,LOW,2,3.0,0.0,3.0,0.0,0.0,1.0,101,0.01980198,1.02082216,0.35500524,2.99999999,3.162e-05,2.99993801,3.00006198,1.0
tariff_3,tariff_11,MID,29,0.57267269,1.28762836,0.59575025,0.37931034,0.06896552,0.55172414,447,0.06487696,0.25725709,0.1628803,0.49072431,0.20571355,0.08752575,0.89392287,0.74018918
tariff_3,tariff_12,HIGH,10,0.15034284,0.58722162,0.12550825,0.4,0.1,0.5,137,0.0729927,-0.12852526,0.0321792,0.0060902,0.12901794,-0.24678496,0.25896535,0.48272091
tariff_3,tariff_12,LOW,5,-0.09413678,1.74479473,-1.0,0.8,0.0,0.2,101,0.04950495,1.02082216,0.35500524,0.6101677,0.47355254,-0.31799528,1.53833069,0.36831352
tariff_3,tariff_12,MID,8,0.4430033,1.42396374,0.25423201,0.375,0.125,0.5,447,0.01789709,0.25725709,0.1628803,0.32992473,0.31489406,-0.28726763,0.94711709,0.39122001
tariff_3,tariff_13,HIGH,5,-0.32009472,0.14775055,-0.26896603,1.0,0.0,0.0,137,0.03649635,-0.12852526,0.0321792,-0.297208,0.06200351,-0.41873488,-0.17568111,0.88053042
tariff_3,tariff_13,LOW,6,0.99016875,1.71991316,1.12811782,0.33333333,0.0,0.66666667,101,0.05940594,1.02082216,0.35500524,1.0079898,0.45430204,0.11755781,1.8984218,0.41862734
tariff_3,tariff_13,MID,32,0.18787705,0.82716772,0.11996582,0.34375,0.125,0.53125,447,0.07158837,0.25725709,0.1628803,0.19592781,0.13747865,-0.07353036,0.46538597,0.88396153
tariff_3,tariff_21,LOW,2,-1.0,0.0,-1.0,1.0,0.0,0.0,101,0.01980198,1.02082216,0.35500524,-0.99999999,3.162e-05,-1.00006197,-0.99993801,1.0
tariff_3,tariff_21,MID,8,-0.00962436,0.99784749,-0.14516086,0.5,0.125,0.375,447,0.01789709,0.25725709,0.1628803,0.10597529,0.26561545,-0.414631,0.62658157,0.56685022
tariff_3,tariff_4,HIGH,6,-0.41689205,0.34023462,-0.30672083,0.83333333,0.16666667,0.0,137,0.04379562,-0.12852526,0.0321792,-0.30880442,0.10982545,-0.52406231,-0.09354653,0.62517308
tariff_3,tariff_4,LOW,15,-0.07770137,1.38906573,-0.74152319,0.66666667,0.0,0.33333333,101,0.14851485,1.02082216,0.35500524,0.21447329,0.30727977,-0.38779507,0.81674165,0.73402967
tariff_3,tariff_4,MID,47,0.13832736,1.12059053,-0.17500105,0.53191489,0.08510638,0.38297872,447,0.10514541,0.25725709,0.1628803,0.15508656,0.15150105,-0.1418555,0.45202861,0.85908322
tariff_3,tariff_8,HIGH,83,-0.07951331,0.54869984,-0.01336798,0.42168675,0.24096386,0.3373494,137,0.60583942,-0.12852526,0.0321792,-0.08447844,0.05709552,-0.19638567,0.02742878,0.89869547
tariff_3,tariff_8,LOW,27,0.59569133,1.82684255,-0.51903667,0.55555556,0.0,0.44444444,101,0.26732673,1.02082216,0.35500524,0.70548529,0.30279264,0.11201172,1.29895886,0.74174077
tariff_3,tariff_8,MID,241,0.58359047,1.33729869,0.45266837,0.36929461,0.04564315,0.58506224,447,0.53914989,0.25725709,0.1628803,0.56937097,0.0842453,0.40425017,0.73449176,0.95642646
tariff_3,tariff_9,LOW,31,1.0874979,1.85830215,1.0336782,0.41935484,0.03225806,0.5483871,101,0.30693069,1.02082216,0.35500524,1.07157292,0.29118758,0.50084526,1.64230058,0.76115787
tariff_3,tariff_9,MID,30,0.16847961,0.80972418,0.26789073,0.33333333,0.06666667,0.6,447,0.06711409,0.25725709,0.1628803,0.17898242,0.13881477,-0.09309454,0.45105937,0.88169508
tariff_4,tariff_1,HIGH,21,-0.56183698,0.33471784,-0.63961445,0.95238095,0.0,0.04761905,488,0.04303279,-0.12852526,0.0321792,-0.50021402,0.06764858,-0.63280524,-0.36762279,0.85778606
tariff_4,tariff_1,LOW,3,0.84923194,1.1762741,1.02375682,0.33333333,0.0,0.66666667,92,0.0326087,1.02082216,0.35500524,0.9461903,0.44788215,0.06834128,1.82403932,0.43494236
tariff_4,tariff_1,MID,37,-0.47865101,0.61966429,-0.77679001,0.75675676,0.08108108,0.16216216,670,0.05522388,0.25725709,0.1628803,-0.43457108,0.09877407,-0.62816825,-0.24097391,0.94010131
tariff_4,tariff_10,HIGH,45,-0.13202371,0.42184853,-0.1448207,0.53333333,0.13333333,0.33333333,488,0.09221311,-0.12852526,0.0321792,-0.13164083,0.0593446,-0.24795624,-0.01532542,0.89055721
tariff_4,tariff_10,LOW,17,1.00190412,1.89119476,0.62767986,0.41176471,0.0,0.58823529,92,0.18478261,1.02082216,0.35500524,1.00894372,0.36345729,0.29656744,1.72132001,0.62788943
tariff_4,tariff_10,MID,58,0.10921404,0.95164713,0.18634622,0.39655172,0.0862069,0.51724138,670,0.08656716,0.25725709,0.1628803,0.12216455,0.11936682,-0.11179442,0.35612352,0.91252203
tariff_4,tariff_11,HIGH,32,-0.1561757,0.61792478,-0.20792776,0.59375,0.15625,0.25,488,0.06557377,-0.12852526,0.0321792,-0.14869621,0.09329808,-0.33156045,0.03416804,0.72949817
tariff_4,tariff_11,LOW,13,-0.72784799,0.5654748,-0.97066629,0.92307692,0.0,0.07692308,92,0.14130435,1.02082216,0.35500524,-0.61453956,0.1516682,-0.91180924,-0.31726988,0.93520309
tariff_4,tariff_11,MID,41,0.334291,1.18595566,0.21618226,0.41463415,0.04878049,0.53658537,670,0.06119403,0.25725709,0.1628803,0.32088926,0.1683348,-0.00904695,0.65082548,0.82602804
tariff_4,tariff_12,HIGH,19,0.00627547,0.55390217,0.0567208,0.31578947,0.26315789,0.42105263,488,0.03893443,-0.12852526,0.0321792,-0.03876628,0.10369292,-0.2420044,0.16447185,0.66586423
tariff_4,tariff_12,LOW,9,0.19784739,1.3629203,-0.28983635,0.55555556,0.0,0.44444444,92,0.09782609,1.02082216,0.35500524,0.50040816,0.36126878,-0.20767865,1.20849496,0.63235717
tariff_4,tariff_12,MID,13,-0.37794405,0.83925697,-0.56187715,0.69230769,0.07692308,0.23076923,670,0.01940299,0.25725709,0.1628803,-0.21939066,0.20163523,-0.61459571,0.1758144,0.75038869
tariff_4,tariff_13,HIGH,31,-0.46819692,0.32523239,-0.45517847,0.90322581,0.06451613,0.03225806,488,0.06352459,-0.12852526,0.0321792,-0.43563268,0.05554289,-0.54449674,-0.32676863,0.90413024
tariff_4,tariff_13,LOW,8,1.41882976,1.49433949,1.48390728,0.125,0.0,0.875,92,0.08695652,1.02082216,0.35500524,1.2436366,0.39530314,0.46884244,2.01843076,0.5598246
tariff_4,tariff_13,MID,100,-0.04877355,0.68819139,-0.18309858,0.58,0.13,0.29,670,0.14925373,0.25725709,0.1628803,-0.04012652,0.06783991,-0.17309276,0.09283971,0.97174456
tariff_4,tariff_21,LOW,3,0.74251283,1.95504127,-0.38590391,0.66666667,0.0,0.33333333,92,0.0326087,1.02082216,0.35500524,0.96017318,0.52691816,-0.0725864,1.99293276,0.21791931
tariff_4,tariff_21,MID,2,0.64454371,0.44551402,0.64454371,0.0,0.0,1.0,670,0.00298507,0.25725709,0.1628803,0.49791389,0.24833,0.01118708,0.9846407,0.62139197
tariff_4,tariff_8,HIGH,340,-0.13688781,0.3759762,-0.0825442,0.47352941,0.32058824,0.20588235,488,0.69672131,-0.12852526,0.0321792,-0.13678114,0.02025971,-0.17649018,-0.0970721,0.98724468
tariff_4,tariff_8,LOW,22,0.21699317,1.55853663,-0.59806908,0.59090909,0.0,0.40909091,92,0.23913043,1.02082216,0.35500524,0.40768572,0.29020334,-0.16111283,0.97648426,0.76276976
tariff_4,tariff_8,MID,408,0.39450547,0.92760063,0.29210789,0.27696078,0.07598039,0.64705882,670,0.60895522,0.25725709,0.1628803,0.39275113,0.04562863,0.30331902,0.48218325,0.98721778
tariff_4,tariff_9,LOW,17,2.26356228,1.37992974,3.0,0.11764706,0.0,0.88235294,92,0.18478261,1.02082216,0.35500524,1.96549636,0.29179872,1.39357087,2.53742185,0.76015426
tariff_4,tariff_9,MID,11,0.99051936,1.2196165,1.1588695,0.18181818,0.09090909,0.72727273,670,0.01641791,0.25725709,0.1628803,0.65790198,0.27181729,0.12514009,1.19066388,0.54638689
tariff_5,tariff_1,HIGH,9,-0.74094116,0.32279797,-0.8276952,1.0,0.0,0.0,101,0.08910891,-0.12852526,0.0321792,-0.57890206,0.09227293,-0.759757,-0.39804712,0.73541003
tariff_5,tariff_1,LOW,10,-0.38447423,1.21813402,-0.79054381,0.9,0.0,0.1,133,0.07518797,1.02082216,0.35500524,0.02976692,0.32348939,-0.60427228,0.66380612,0.70522862
tariff_5,tariff_1,MID,18,-0.28837014,1.26644121,-0.8695796,0.77777778,0.0,0.22222222,188,0.09574468,0.25725709,0.1628803,-0.09543116,0.23999172,-0.56581493,0.37495261,0.64639048
tariff_5,tariff_10,HIGH,32,0.02437242,0.66839565,0.01939865,0.375,0.21875,0.40625,101,0.31683168,-0.12852526,0.0321792,-0.02189108,0.09867483,-0.21529375,0.1715116,0.69742186
tariff_5,tariff_10,LOW,32,0.1725831,1.62932721,-0.95223725,0.65625,0.03125,0.3125,133,0.2406015,1.02082216,0.35500524,0.33325712,0.25931705,-0.17500431,0.84151855,0.81057932
tariff_5,tariff_10,MID,36,-0.21672645,1.0344232,-0.58285449,0.63888889,0.11111111,0.25,188,0.19148936,0.25725709,0.1628803,-0.14357999,0.15854382,-0.45432587,0.1671659,0.84567721
tariff_5,tariff_11,HIGH,18,0.04912992,0.90123069,-0.00218314,0.38888889,0.16666667,0.44444444,101,0.17821782,-0.12852526,0.0321792,-0.05457148,0.13705377,-0.32319687,0.21405391,0.41627711
tariff_5,tariff_11,LOW,9,-0.54743269,1.33050646,-1.0,0.88888889,0.0,0.11111111,133,0.06766917,1.02082216,0.35500524,0.01168804,0.35576388,-0.68560918,0.70898525,0.64347585
tariff_5,tariff_11,MID,15,-0.08221422,1.23773154,-0.86556955,0.6,0.06666667,0.33333333,188,0.07978723,0.25725709,0.1628803,0.0486132,0.25054292,-0.44245092,0.53967732,0.61461422
tariff_5,tariff_12,HIGH,10,-0.74365655,0.3567965,-0.99677094,1.0,0.0,0.0,101,0.0990099,-0.12852526,0.0321792,-0.56928724,0.09550778,-0.75648249,-0.382092,0.71653319
tariff_5,tariff_12,LOW,8,-0.84707787,0.27930539,-1.0,1.0,0.0,0.0,133,0.06015038,1.02082216,0.35500524,-0.79714126,0.09742044,-0.98808532,-0.6061972,0.97326591
tariff_5,tariff_12,MID,17,-0.20225446,1.1488496,-0.68326001,0.64705882,0.05882353,0.29411765,188,0.09042553,0.25725709,0.1628803,-0.05392592,0.22929703,-0.5033481,0.39549627,0.67720388
tariff_5,tariff_13,HIGH,6,-0.46875964,0.3367378,-0.48433612,0.83333333,0.16666667,0.0,101,0.05940594,-0.12852526,0.0321792,-0.34287364,0.1091157,-0.55674041,-0.12900687,0.63000212
tariff_5,tariff_13,LOW,36,1.22874351,1.65280031,1.46543748,0.27777778,0.02777778,0.69444444,133,0.27067669,1.02082216,0.35500524,1.19212726,0.25003727,0.70205422,1.68220031,0.82389377
tariff_5,tariff_13,MID,43,-0.04392808,0.74799141,-0.20430949,0.53488372,0.11627907,0.34883721,188,0.2287234,0.25725709,0.1628803,-0.0216482,0.10976755,-0.23679259,0.1934962,0.92602596
tariff_5,tariff_21,LOW,1,-1.0,,-1.0,1.0,0.0,0.0,133,0.0075188,1.02082216,0.35500524,0.80822473,0.5636111,-0.29645302,1.91290249,0.10520343
tariff_5,tariff_21,MID,4,-0.37989423,1.24021155,-1.0,0.75,0.0,0.25,188,0.0212766,0.25725709,0.1628803,0.06767502,0.33825413,-0.59530308,0.73065312,0.29754638
tariff_5,tariff_4,HIGH,13,-0.60281717,0.40516459,-0.59132187,0.92307692,0.0,0.07692308,101,0.12871287,-0.12852526,0.0321792,-0.46915093,0.09523041,-0.65580252,-0.28249934,0.71817727
tariff_5,tariff_4,LOW,20,0.8776156,1.72122522,0.44424981,0.4,0.05,0.55,133,0.15037594,1.02082216,0.35500524,0.91977776,0.32329379,0.28612193,1.55343359,0.70558498
tariff_5,tariff_4,MID,32,0.39965447,1.24096988,0.02120514,0.40625,0.125,0.46875,188,0.17021277,0.25725709,0.1628803,0.36717711,0.1927408,-0.01059485,0.74494908,0.77192445
tariff_5,tariff_8,HIGH,13,-0.03016504,0.96193325,-0.09933709,0.46153846,0.15384615,0.38461538,101,0.12871287,-0.12852526,0.0321792,-0.09790186,0.1488642,-0.38967568,0.19387197,0.31133934
tariff_5,tariff_8,LOW,6,1.69357063,1.94482625,2.89072044,0.33333333,0.0,0.66666667,133,0.04511278,1.02082216,0.35500524,1.26319075,0.47655935,0.32913442,2.19724709,0.36026629
tariff_5,tariff_8,MID,21,-0.05881276,1.06408905,-0.21515629,0.52380952,0.0,0.47619048,188,0.11170213,0.25725709,0.1628803,0.01979458,0.20126781,-0.37469032,0.41427949,0.75129755
tariff_5,tariff_9,LOW,11,0.63804868,1.90455452,-0.95323502,0.54545455,0.0,0.45454545,133,0.08270677,1.02082216,0.35500524,0.82237872,0.41347049,0.01197655,1.63278088,0.51843571
tariff_5,tariff_9,MID,2,-0.40088973,0.50488301,-0.40088973,0.5,0.5,0.0,188,0.0106383,0.25725709,0.1628803,-0.11197026,0.26739993,-0.63607413,0.41213361,0.56101062
tariff_6,tariff_1,HIGH,4,-0.67644846,0.62582968,-0.98395129,0.75,0.0,0.25,52,0.07692308,-0.12852526,0.0321792,-0.26405503,0.15562654,-0.56908304,0.04097298,0.24735175
tariff_6,tariff_1,LOW,13,0.89252868,1.4416139,0.63785595,0.23076923,0.07692308,0.69230769,132,0.09848485,1.02082216,0.35500524,0.93236333,0.33200574,0.28163208,1.58309457,0.68950371
tariff_6,tariff_1,MID,10,-0.59414907,0.49465364,-0.89144178,0.8,0.1,0.1,101,0.0990099,0.25725709,0.1628803,-0.48295313,0.14585132,-0.76882171,-0.19708455,0.86939731
tariff_6,tariff_10,HIGH,9,-0.48116648,0.48244482,-0.56875366,0.88888889,0.0,0.11111111,52,0.17307692,-0.12852526,0.0321792,-0.32403847,0.11974238,-0.55873354,-0.08934339,0.55442527
tariff_6,tariff_10,LOW,21,-0.08638081,1.45914787,-1.0,0.66666667,0.04761905,0.28571429,132,0.15909091,1.02082216,0.35500524,0.15958173,0.2808266,-0.39083841,0.71000186,0.77785235
tariff_6,tariff_10,MID,25,0.11066721,1.40009566,-0.64804561,0.64,0.04,0.32,101,0.24752475,0.25725709,0.1628803,0.15830354,0.23006545,-0.29262475,0.60923183,0.67503675
tariff_6,tariff_11,HIGH,11,0.08334152,0.51830127,0.22853927,0.27272727,0.18181818,0.54545455,52,0.21153846,-0.12852526,0.0321792,-0.00807257,0.11783187,-0.23902303,0.22287789,0.56853034
tariff_6,tariff_11,LOW,7,0.06785631,1.41570856,-0.59905346,0.57142857,0.0,0.42857143,132,0.0530303,1.02082216,0.35500524,0.49330734,0.39811038,-0.28698901,1.27360368,0.5535506
tariff_6,tariff_11,MID,10,0.83568633,1.45041251,0.61278073,0.3,0.2,0.5,101,0.0990099,0.25725709,0.1628803,0.50967436,0.30298836,-0.08418283,1.10353154,0.436384
tariff_6,tariff_12,HIGH,8,-0.25935764,1.24214709,-1.0,0.625,0.0,0.375,52,0.15384615,-0.12852526,0.0321792,-0.14723296,0.16606596,-0.47272224,0.17825631,0.14298983
tariff_6,tariff_12,LOW,3,1.66666667,2.30940108,3.0,0.33333333,0.0,0.66666667,132,0.02272727,1.02082216,0.35500524,1.12832404,0.54397981,0.06212361,2.19452447,0.16645164
tariff_6,tariff_12,MID,2,-0.19840721,1.13362339,-0.19840721,0.5,0.0,0.5,101,0.01980198,0.25725709,0.1628803,0.16510927,0.36047391,-0.54141959,0.87163813,0.20222743
tariff_6,tariff_13,HIGH,6,-0.48046385,0.58593236,-0.5720025,0.83333333,0.0,0.16666667,52,0.11538462,-0.12852526,0.0321792,-0.25520616,0.14351391,-0.53649342,0.02608109,0.35995173
tariff_6,tariff_13,LOW,37,1.45616212,1.74556698,2.31793609,0.32432432,0.0,0.67567568,132,0.28030303,1.02082216,0.35500524,1.37419039,0.25854441,0.86744336,1.88093743,0.81170641
tariff_6,tariff_13,MID,28,-0.34120555,0.61845973,-0.47574946,0.64285714,0.07142857,0.28571429,101,0.27722772,0.25725709,0.1628803,-0.29489745,0.11226496,-0.51493677,-0.07485814,0.92262158
tariff_6,tariff_21,MID,1,-0.7999991,,-0.7999991,1.0,0.0,0.0,101,0.00990099,0.25725709,0.1628803,0.10191589,0.372758,-0.62868979,0.83252156,0.14692864
tariff_6,tariff_4,HIGH,10,-0.47957738,0.51682173,-0.56791893,0.9,0.0,0.1,52,0.19230769,-0.12852526,0.0321792,-0.32035137,0.12081165,-0.55714221,-0.08356053,0.546432
tariff_6,tariff_4,LOW,23,1.56618583,1.67375095,2.49905388,0.26086957,0.0,0.73913043,132,0.17424242,1.02082216,0.35500524,1.426871,0.30114313,0.83663047,2.01711153,0.74454692
tariff_6,tariff_4,MID,13,0.06377121,0.93997301,-0.1481965,0.61538462,0.0,0.38461538,101,0.12871287,0.25725709,0.1628803,0.12073712,0.21898641,-0.30847624,0.54995048,0.70558105
tariff_6,tariff_8,HIGH,3,-0.59856791,0.37022444,-0.73972339,1.0,0.0,0.0,52,0.05769231,-0.12852526,0.0321792,-0.32277211,0.13740825,-0.59209229,-0.05345194,0.41325367
tariff_6,tariff_8,LOW,10,1.03442563,1.78653376,0.57182742,0.3,0.1,0.6,132,0.07575758,1.02082216,0.35500524,1.02798543,0.4099606,0.22446266,1.8315082,0.52657687
tariff_6,tariff_8,MID,9,0.30358674,1.27450482,0.45348023,0.44444444,0.0,0.55555556,101,0.08910891,0.25725709,0.1628803,0.27923425,0.29260146,-0.2942646,0.8527331,0.47436486
tariff_6,tariff_9,HIGH,1,-0.15518819,,-0.15518819,1.0,0.0,0.0,52,0.01923077,-0.12852526,0.0321792,-0.13173696,0.16823508,-0.46147771,0.19800379,0.12045543
tariff_6,tariff_9,LOW,18,0.48876573,1.64528134,-0.29067853,0.55555556,0.0,0.44444444,132,0.13636364,1.02082216,0.35500524,0.64708643,0.32501798,0.01005119,1.28412166,0.70243627
tariff_6,tariff_9,MID,3,-0.12872426,1.49656006,-0.98550697,0.66666667,0.0,0.33333333,101,0.02970297,0.25725709,0.1628803,0.18812833,0.36566194,-0.52856906,0.90482573,0.17909871
tariff_7,tariff_1,HIGH,6,-0.77156751,0.36120533,-0.98981118,1.0,0.0,0.0,86,0.06976744,-0.12852526,0.0321792,-0.51226077,0.11391339,-0.73553102,-0.28899053,0.59675008
tariff_7,tariff_1,LOW,4,0.38622787,1.86027168,-0.23290715,0.5,0.0,0.5,70,0.05714286,1.02082216,0.35500524,0.8361868,0.50171344,-0.14717155,1.81954515,0.29095024
tariff_7,tariff_1,MID,14,-0.41422968,0.68393699,-0.69196212,0.78571429,0.07142857,0.14285714,104,0.13461538,0.25725709,0.1628803,-0.29993183,0.1665078,-0.62628712,0.02642346,0.82978392
tariff_7,tariff_10,HIGH,26,-0.11150475,0.63242311,-0.04637262,0.46153846,0.11538462,0.42307692,86,0.30232558,-0.12852526,0.0321792,-0.11700969,0.10201817,-0.3169653,0.08294593,0.67657035
tariff_7,tariff_10,LOW,16,0.15623702,1.52537052,-0.62146859,0.625,0.0,0.375,70,0.22857143,1.02082216,0.35500524,0.40748198,0.32119012,-0.22205066,1.03701462,0.70940402
tariff_7,tariff_10,MID,31,-0.07843298,1.2661252,-0.51956166,0.67741935,0.0,0.32258065,104,0.29807692,0.25725709,0.1628803,0.00246094,0.19811757,-0.38584949,0.39077137,0.759022
tariff_7,tariff_11,HIGH,8,-0.02281694,0.73466414,-0.12179854,0.5,0.125,0.375,86,0.09302326,-0.12852526,0.0321792,-0.0943882,0.14760544,-0.38369485,0.19491846,0.32293641
tariff_7,tariff_11,LOW,3,-0.88112725,0.20124822,-0.99461512,1.0,0.0,0.0,70,0.04285714,1.02082216,0.35500524,-0.81144891,0.11404252,-1.03497224,-0.58792558,0.96336478
tariff_7,tariff_11,MID,6,0.1152707,1.21265642,-0.3322135,0.66666667,0.0,0.33333333,104,0.05769231,0.25725709,0.1628803,0.20056957,0.31281138,-0.41254074,0.81367987,0.39924621
tariff_7,tariff_12,HIGH,6,0.34081279,1.45956121,0.09077999,0.33333333,0.16666667,0.5,86,0.06976744,-0.12852526,0.0321792,-0.08952304,0.17177047,-0.42619315,0.24714707,0.0831005
tariff_7,tariff_12,LOW,4,2.16642121,1.66715757,3.0,0.25,0.0,0.75,70,0.05714286,1.02082216,0.35500524,1.40820154,0.48472853,0.45813362,2.35826946,0.33814569
tariff_7,tariff_12,MID,2,0.68386017,0.12069777,0.68386017,0.0,0.0,1.0,104,0.01923077,0.25725709,0.1628803,0.66559919,0.08349959,0.50194,0.82925838,0.95719445
tariff_7,tariff_13,HIGH,5,-0.63570112,0.3639649,-0.56730588,1.0,0.0,0.0,86,0.05813953,-0.12852526,0.0321792,-0.40668443,0.12054297,-0.64294866,-0.1704202,0.54844719
tariff_7,tariff_13,LOW,9,1.00514452,1.83895495,0.22084598,0.33333333,0.11111111,0.55555556,70,0.12857143,1.02082216,0.35500524,1.01320587,0.42724902,0.1757978,1.85061395,0.48580555
tariff_7,tariff_13,MID,18,-0.26734366,0.66668439,-0.39041024,0.66666667,0.05555556,0.27777778,104,0.17307692,0.25725709,0.1628803,-0.19828364,0.14643105,-0.4852885,0.08872123,0.86835699
tariff_7,tariff_21,LOW,1,-1.0,,-1.0,1.0,0.0,0.0,70,0.01428571,1.02082216,0.35500524,0.80822473,0.5636111,-0.29645302,1.91290249,0.10520343
tariff_7,tariff_21,MID,2,-0.90569942,0.13335226,-0.90569942,1.0,0.0,0.0,104,0.01923077,0.25725709,0.1628803,-0.84550136,0.09182138,-1.02547127,-0.66553144,0.94823704
tariff_7,tariff_4,HIGH,15,-0.34985932,0.797427,-0.55195098,0.93333333,0.0,0.06666667,86,0.1744186,-0.12852526,0.0321792,-0.2240352,0.13525255,-0.48913019,0.0410598,0.43151938
tariff_7,tariff_4,LOW,10,0.61208159,1.94769757,-0.70321395,0.6,0.0,0.4,70,0.14285714,1.02082216,0.35500524,0.82322769,0.42823784,-0.01611848,1.66257386,0.4834227
